=>> Grammar used: 
Grammar with 10 productions (start state = S)
    S -> S '+' R [0.4]
    S -> R [0.6]
    R -> T [0.6]
    R -> 'C' '*' F '(' T ')' [0.4]
    T -> T '*' V [0.4]
    T -> 'C' [0.6]
    F -> 'sqrt' [0.333333]
    F -> 'exp' [0.333333]
    F -> 'log' [0.333333]
    V -> 'x' [1.0]

ModelBox: 1025 models
-> C0*x, p = 0.091663294464, parse trees = 3, valid = False
-> C0*x**4 + C1*x + C2*exp(C3*x) + C4, p = 1.4614431762592639e-06, parse trees = 7, valid = False
-> C0*sqrt(C1*x**2) + C2*sqrt(C3*x**5), p = 2.5165824000000003e-06, parse trees = 1, valid = False
-> C0*x**3 + C1*x**2 + C2*sqrt(C3*x**3) + C4, p = 3.005789912432641e-09, parse trees = 1, valid = False
-> C0*x**2 + C1*x + C2*sqrt(C3*x**3), p = 8.388554312908801e-06, parse trees = 3, valid = False
-> C0*exp(C1*x) + C2*exp(C3*x**2) + C4*log(C5*x**2), p = 5.0331648e-07, parse trees = 1, valid = False
-> C0*x**2 + C1*sqrt(C2*x**5) + C3*exp(C4*x), p = 1.4495514624e-07, parse trees = 1, valid = False
-> C0*x**4 + C1*sqrt(C2*x) + C3*sqrt(C4*x**7) + C5, p = 7.694822175827562e-11, parse trees = 1, valid = False
-> C0*x**4 + C1*x + C2*log(C3*x**5) + C4, p = 8.656674947806005e-10, parse trees = 1, valid = False
-> C0*x**5 + C1*sqrt(C2*x**2), p = 1.1324620800000003e-05, parse trees = 1, valid = False
-> C0*x**4 + C1*x + C2*log(C3*x**3) + C4, p = 3.988995815949007e-12, parse trees = 1, valid = False
-> C0*sqrt(C1*x**4) + C2*exp(C3*x**3) + C4*log(C5*x) + C6, p = 4.638564679680002e-09, parse trees = 1, valid = False
-> C0*exp(C1*x**3) + C2*exp(C3*x**4) + C4*log(C5*x**2) + C6, p = 1.8554258718720008e-09, parse trees = 1, valid = False
-> C0*x + C1*sqrt(C2*x**4) + C3*log(C4*x) + C5, p = 4.174708211712001e-09, parse trees = 1, valid = False
-> C0*x**2 + C1*sqrt(C2*x) + C3*sqrt(C4*x**2), p = 4.52984832e-06, parse trees = 2, valid = False
-> C0*x**4 + C1*x**3 + C2*x**2 + C3*x + C4*log(C5*x) + C6, p = 5.620351586397908e-20, parse trees = 1, valid = False
-> C0*sqrt(C1*x**2) + C2*sqrt(C3*x**6) + C4*exp(C5*x), p = 1.2884901888000006e-08, parse trees = 1, valid = False
-> C0*x**2 + C1*x + C2*sqrt(C3*x**6), p = 6.011579824865282e-09, parse trees = 1, valid = False
-> C0*x**2 + C1*exp(C2*x**8) + C3, p = 1.0436770529280005e-07, parse trees = 1, valid = False
-> C0*x + C1*sqrt(C2*x**2) + C3*log(C4*x**3), p = 9.059696640000002e-07, parse trees = 1, valid = False
-> C0*x**4 + C1*sqrt(C2*x) + C3*log(C4*x**2), p = 3.623878656e-07, parse trees = 1, valid = False
-> C0*x + C1*sqrt(C2*x**6), p = 2.264924160000001e-05, parse trees = 2, valid = False
-> C0*x**2 + C1*exp(C2*x) + C3*exp(C4*x**3), p = 1.8119393280000005e-06, parse trees = 2, valid = False
-> C0*x + C1*sqrt(C2*x**5) + C3*log(C4*x) + C5, p = 5.343626510991361e-11, parse trees = 1, valid = False
-> C0*x**2 + C1*sqrt(C2*x) + C3*exp(C4*x) + C5*log(C6*x**3), p = 1.1596411699200004e-08, parse trees = 1, valid = False
-> C0*x**5 + C1*x + C2*exp(C3*x**3), p = 2.6091926323200006e-07, parse trees = 1, valid = False
-> C0*x**3 + C1*x**2 + C2*exp(C3*x**2) + C4, p = 3.38151365148672e-08, parse trees = 1, valid = False
-> C0*x + C1*exp(C2*x**2) + C3*exp(C4*x**4) + C5, p = 5.218385264640001e-08, parse trees = 1, valid = False
-> C0*x**2 + C1*x + C2*sqrt(C3*x) + C4*log(C5*x) + C6*log(C7*x**2) + C8, p = 2.46234309626482e-13, parse trees = 1, valid = False
-> C0*x**8 + C1*x**2 + C2*x + C3*log(C4*x) + C5, p = 1.994497907974504e-11, parse trees = 1, valid = False
-> C0*x**6 + C1*x**2 + C2*exp(C3*x**2) + C4, p = 1.5028949562163206e-08, parse trees = 1, valid = False
-> C0*x**5 + C1*sqrt(C2*x) + C3*log(C4*x**3) + C5, p = 8.349416423424001e-09, parse trees = 1, valid = False
-> C0*x**6 + C1*x**3 + C2*x + C3, p = 6.763027302973443e-08, parse trees = 1, valid = False
-> C0*exp(C1*x**4) + C2*log(C3*x**2) + C4*log(C5*x**3), p = 1.2884901888000006e-08, parse trees = 1, valid = False
-> C0*x**4 + C1*x**2 + C2*exp(C3*x), p = 3.2614907904e-06, parse trees = 2, valid = False
-> C0*x**10, p = 2.2649241600000015e-05, parse trees = 1, valid = False
-> C0*exp(C1*x) + C2*log(C3*x) + C4*log(C5*x**3) + C6, p = 3.227442343136225e-18, parse trees = 1, valid = False
-> C0*x**3 + C1*x + C2*sqrt(C3*x), p = 4.076863488e-05, parse trees = 4, valid = False
-> C0*x**5 + C1*sqrt(C2*x) + C3*log(C4*x), p = 3.623878656e-07, parse trees = 1, valid = False
-> C0*exp(C1*x) + C2*log(C3*x**7) + C4, p = 1.4495514624000003e-07, parse trees = 1, valid = False
-> C0*x + C1*sqrt(C2*x**3) + C3*log(C4*x**5) + C5, p = 8.349416423424003e-09, parse trees = 1, valid = False
-> C0*x + C1*exp(C2*x) + C3*log(C4*x) + C5*log(C6*x**2) + C7, p = 7.443864575354386e-11, parse trees = 2, valid = False
-> C0*x**3 + C1*x**2 + C2*log(C3*x), p = 8.153726975999999e-06, parse trees = 2, valid = False
-> C0*x**2 + C1*sqrt(C2*x) + C3*exp(C4*x), p = 1.705940877312e-05, parse trees = 4, valid = False
-> C0*x**5 + C1*x + C2*log(C3*x) + C4, p = 4.696546738176e-07, parse trees = 2, valid = False
-> C0*x**3 + C1*sqrt(C2*x) + C3*log(C4*x) + C5, p = 3.2616831609543964e-07, parse trees = 2, valid = False
-> C0*x + C1*sqrt(C2*x) + C3*sqrt(C4*x**2) + C5*log(C6*x) + C7, p = 6.9253399582448044e-12, parse trees = 1, valid = False
-> C0*x + C1*sqrt(C2*x**2) + C3*exp(C4*x**2), p = 7.5144747810816e-09, parse trees = 1, valid = False
-> C0*x**5 + C1*log(C2*x**3) + C3, p = 4.1747082117120016e-08, parse trees = 2, valid = False
-> C0*x + C1*sqrt(C2*x**2) + C3*sqrt(C4*x**4) + C5*exp(C6*x) + C7*exp(C8*x**2) + C9, p = 1.7930235239645694e-17, parse trees = 1, valid = False
-> C0*exp(C1*x**5) + C2*log(C3*x), p = 6.291456e-06, parse trees = 1, valid = False
-> C0*x**3 + C1*x**2 + C2*x + C3*log(C4*x**5) + C5, p = 1.9237055439568903e-10, parse trees = 1, valid = False
-> C0*x**4 + C1*sqrt(C2*x**5) + C3, p = 2.6718132554956806e-10, parse trees = 1, valid = False
-> C0*x**2 + C1*exp(C2*x**2) + C3*exp(C4*x**3), p = 3.623878656000001e-07, parse trees = 1, valid = False
-> C0*x**6 + C1*x + C2*sqrt(C3*x) + C4*exp(C5*x**2), p = 1.9237055439568906e-10, parse trees = 1, valid = False
-> C0*exp(C1*x) + C2*exp(C3*x**2) + C4*log(C5*x**2) + C6, p = 3.3397665693696015e-10, parse trees = 1, valid = False
-> C0*x**7 + C1*x + C2*exp(C3*x**3) + C4, p = 8.656674947806008e-10, parse trees = 1, valid = False
-> C0*x**9 + C1*x, p = 6.522981580800002e-06, parse trees = 2, valid = False
-> C0*x**14 + C1*x**2 + C2, p = 4.2749012087930923e-10, parse trees = 1, valid = False
-> C0*exp(C1*x**3) + C2*exp(C3*x**4), p = 2.5165824000000007e-06, parse trees = 1, valid = False
-> C0*x**5 + C1*x + C2*exp(C3*x) + C4*log(C5*x**4) + C6, p = 1.9698744770118555e-13, parse trees = 1, valid = False
-> C0*sqrt(C1*x) + C2*exp(C3*x) + C4*log(C5*x), p = 6.291456e-06, parse trees = 2, valid = False
-> C0*x**3 + C1*sqrt(C2*x**3) + C3*log(C4*x) + C5, p = 7.514474781081603e-09, parse trees = 1, valid = False
-> C0*x + C1*exp(C2*x**7), p = 4.529848320000001e-06, parse trees = 1, valid = False
-> C0*x + C1*sqrt(C2*x**2) + C3*sqrt(C4*x**3) + C5, p = 9.811579560435897e-10, parse trees = 3, valid = False
-> C0*sqrt(C1*x**6) + C2*log(C3*x), p = 2.5165824000000007e-06, parse trees = 1, valid = False
-> C0*x**2 + C1*x + C2*log(C3*x) + C4*log(C5*x**2) + C6, p = 6.011579864383377e-10, parse trees = 2, valid = False
-> C0*exp(C1*x) + C2*exp(C3*x**5) + C4, p = 9.059696640000003e-07, parse trees = 1, valid = False
-> C0*exp(C1*x**12), p = 8.053063680000006e-07, parse trees = 1, valid = False
-> C0*x**6 + C1*x + C2*sqrt(C3*x) + C4*sqrt(C5*x**4), p = 5.343626510991363e-10, parse trees = 1, valid = False
-> C0*sqrt(C1*x) + C2*exp(C3*x**2) + C4*log(C5*x**4) + C6, p = 2.5769803776000008e-09, parse trees = 1, valid = False
-> C0*x**5 + C1*x + C2*exp(C3*x) + C4, p = 2.8701229760959335e-07, parse trees = 3, valid = False
-> C0*sqrt(C1*x**3) + C2*exp(C3*x) + C4*exp(C5*x**2) + C6, p = 6.442450944000003e-09, parse trees = 1, valid = False
-> C0*x**3 + C1*log(C2*x**7) + C3, p = 1.0436770529280005e-07, parse trees = 1, valid = False
-> C0*sqrt(C1*x**4) + C2*exp(C3*x) + C4*log(C5*x) + C6, p = 2.8991029248e-08, parse trees = 1, valid = False
-> C0*x + C1*sqrt(C2*x) + C3*exp(C4*x**3) + C5*log(C6*x**2) + C7, p = 5.343626510991362e-11, parse trees = 1, valid = False
-> C0*x**2 + C1*exp(C2*x) + C3*exp(C4*x**3) + C5, p = 1.3045963161600003e-07, parse trees = 1, valid = False
-> C0*x**2 + C1*sqrt(C2*x**3) + C3*log(C4*x**2) + C5, p = 5.218385264640002e-08, parse trees = 1, valid = False
-> C0*x**5 + C1*sqrt(C2*x**5) + C3, p = 2.0873541058560004e-07, parse trees = 2, valid = False
-> C0*x**4 + C1*x**2 + C2*log(C3*x) + C4, p = 3.38151365148672e-08, parse trees = 1, valid = False
-> C0*x**2 + C1*sqrt(C2*x**4) + C3*log(C4*x) + C5, p = 6.839841934068944e-13, parse trees = 1, valid = False
-> C0*x + C1*exp(C2*x**3) + C3*log(C4*x), p = 6.79477248e-06, parse trees = 3, valid = False
-> C0*x**2 + C1*sqrt(C2*x**2) + C3*exp(C4*x) + C5*log(C6*x), p = 3.710851743744e-10, parse trees = 1, valid = False
-> C0*x**3 + C1*x**2 + C2*x + C3*log(C4*x**5), p = 6.0115798248652796e-09, parse trees = 1, valid = False
-> C0*x**3 + C1*x**2 + C2*x + C3*log(C4*x**2) + C5, p = 1.947751863256351e-09, parse trees = 1, valid = False
-> C0*x + C1*sqrt(C2*x**10) + C3*log(C4*x) + C5, p = 5.343626510991363e-10, parse trees = 1, valid = False
-> C0*x**4 + C1*sqrt(C2*x**2) + C3*log(C4*x**3), p = 5.7982058496000016e-08, parse trees = 1, valid = False
-> C0*x**4 + C1*exp(C2*x**3), p = 2.2649241600000002e-05, parse trees = 2, valid = False
-> C0*x**3 + C1*x + C2*sqrt(C3*x**3) + C4, p = 7.044820107264002e-07, parse trees = 3, valid = False
-> C0*sqrt(C1*x**12), p = 8.053063680000006e-07, parse trees = 1, valid = False
-> C0*x**4 + C1*x**3 + C2*x + C3*sqrt(C4*x) + C5, p = 1.0211829288829458e-14, parse trees = 1, valid = False
-> C0*x + C1*sqrt(C2*x**4) + C3*exp(C4*x), p = 9.05969664e-07, parse trees = 1, valid = False
-> C0*sqrt(C1*x**5) + C2*exp(C3*x**3) + C4, p = 1.7716740096000007e-07, parse trees = 2, valid = False
-> C0*x + C1*exp(C2*x) + C3*exp(C4*x**7) + C5, p = 1.23117154813241e-12, parse trees = 1, valid = False
-> C0*x**3 + C1*x + C2*sqrt(C3*x) + C4*log(C5*x**3) + C6, p = 3.005789912432641e-09, parse trees = 1, valid = False
-> C0*sqrt(C1*x) + C2*exp(C3*x) + C4*exp(C5*x**3) + C6, p = 2.374945115996161e-12, parse trees = 1, valid = False
-> C0*x**7 + C1*x + C2*exp(C3*x**2), p = 1.0436770529280001e-07, parse trees = 1, valid = False
-> C0*x**6 + C1*sqrt(C2*x**4) + C3, p = 1.0436770529280005e-07, parse trees = 1, valid = False
-> C0*x**3 + C1*exp(C2*x**4) + C3, p = 4.71324557102285e-07, parse trees = 3, valid = False
-> C0*x + C1*exp(C2*x) + C3*exp(C4*x**3) + C5*log(C6*x**2), p = 1.1596411699200003e-08, parse trees = 1, valid = False
-> C0*x**3 + C1*x + C2*exp(C3*x) + C4*exp(C5*x**2), p = 5.218385264640002e-08, parse trees = 1, valid = False
-> C0*x**3 + C1*x + C2*sqrt(C3*x**2) + C4*exp(C5*x**2), p = 2.087354105856e-08, parse trees = 1, valid = False
-> C0*x + C1*log(C2*x**7) + C3, p = 9.393093476352006e-08, parse trees = 1, valid = False
-> C0*exp(C1*x) + C2*exp(C3*x**6) + C4, p = 8.246337208320008e-11, parse trees = 1, valid = False
-> C0*x**6 + C1*sqrt(C2*x) + C3, p = 1.630745395200001e-06, parse trees = 1, valid = False
-> C0*x**3 + C1*x + C2*sqrt(C3*x**2) + C4*exp(C5*x**3) + C6, p = 6.925339958244806e-11, parse trees = 1, valid = False
-> C0*x + C1*sqrt(C2*x) + C3*sqrt(C4*x**4), p = 9.581535166464e-07, parse trees = 2, valid = False
-> C0*x**7 + C1*x**2, p = 8.153726976000003e-06, parse trees = 1, valid = False
-> C0*sqrt(C1*x) + C2*sqrt(C3*x**3) + C4*exp(C5*x**3) + C6*log(C7*x), p = 1.0307921510400003e-09, parse trees = 1, valid = False
-> C0*x**9 + C1, p = 1.813141643964974e-06, parse trees = 2, valid = False
-> C0*x**3 + C1*x + C2*sqrt(C3*x) + C4*log(C5*x**2), p = 5.218385264640001e-08, parse trees = 1, valid = False
-> C0*x**2 + C1*x + C2*exp(C3*x**2) + C4*log(C5*x) + C6, p = 1.8786186952704003e-08, parse trees = 1, valid = False
-> C0*x + C1*log(C2*x) + C3*log(C4*x**2) + C5*log(C6*x**3) + C7, p = 1.0687253021982723e-10, parse trees = 2, valid = False
-> C0*x**3 + C1*x**2 + C2*sqrt(C3*x**5), p = 1.0436770529280003e-07, parse trees = 1, valid = False
-> C0*x**3 + C1*sqrt(C2*x) + C3*exp(C4*x**3) + C5, p = 2.0409684590592008e-09, parse trees = 2, valid = False
-> C0*sqrt(C1*x**4) + C2*log(C3*x) + C4, p = 2.7843467673600014e-06, parse trees = 3, valid = False
-> C0*exp(C1*x) + C2*exp(C3*x**7) + C4, p = 3.077928870331025e-12, parse trees = 1, valid = False
-> C0*x**3 + C1*sqrt(C2*x**4) + C3*exp(C4*x) + C5, p = 6.679533138739204e-10, parse trees = 1, valid = False
-> C0*exp(C1*x**6) + C2*log(C3*x) + C4, p = 3.6238786560000007e-07, parse trees = 1, valid = False
-> C0*x**3 + C1*x + C2*sqrt(C3*x) + C4*log(C5*x**5) + C6, p = 4.809263859892225e-10, parse trees = 1, valid = False
-> C0*x**3 + C1*x**2 + C2*sqrt(C3*x) + C4*sqrt(C5*x**2), p = 2.0873541058560005e-08, parse trees = 1, valid = False
-> C0*sqrt(C1*x**6) + C2*log(C3*x) + C4, p = 1.6698832846848006e-09, parse trees = 1, valid = False
-> C0*x + C1*exp(C2*x) + C3*log(C4*x) + C5*log(C6*x**4) + C7, p = 9.61852771978445e-11, parse trees = 1, valid = False
-> C0*sqrt(C1*x) + C2*exp(C3*x) + C4*log(C5*x**5) + C6, p = 2.576980377600001e-09, parse trees = 1, valid = False
-> C0*x + C1*exp(C2*x**3) + C3*log(C4*x**2) + C5, p = 1.40679317318271e-07, parse trees = 3, valid = False
-> C0*sqrt(C1*x**3) + C2*exp(C3*x**6), p = 4.026531840000002e-07, parse trees = 1, valid = False
-> C0*x**3 + C1*exp(C2*x**2) + C3*log(C4*x**2) + C5, p = 5.255493782077441e-08, parse trees = 2, valid = False
-> C0*log(C1*x**10) + C2, p = 7.247757312000004e-07, parse trees = 1, valid = False
-> C0*x**3 + C1*x**2 + C2*x + C3*sqrt(C4*x**3) + C5*log(C6*x**3) + C7, p = 4.764431072996272e-15, parse trees = 1, valid = False
-> C0*x**2 + C1*exp(C2*x**2) + C3*log(C4*x) + C5*log(C6*x**2) + C7, p = 3.5457740586213404e-14, parse trees = 1, valid = False
-> C0*x**5 + C1*sqrt(C2*x) + C3*exp(C4*x), p = 3.623878656e-07, parse trees = 1, valid = False
-> C0*x**5 + C1*sqrt(C2*x) + C3*log(C4*x) + C5*log(C6*x**2) + C7, p = 8.54980241758618e-12, parse trees = 1, valid = False
-> C0*x**2 + C1*log(C2*x**6), p = 4.529848320000001e-06, parse trees = 1, valid = False
-> C0*x + C1*sqrt(C2*x**7) + C3, p = 2.2744253559164316e-08, parse trees = 4, valid = False
-> C0*sqrt(C1*x**5) + C2*exp(C3*x**4) + C4, p = 1.2884901888000004e-08, parse trees = 1, valid = False
-> C0*sqrt(C1*x) + C2*sqrt(C3*x**6) + C4*log(C5*x), p = 3.2212254720000014e-08, parse trees = 1, valid = False
-> C0*x**2 + C1*exp(C2*x**9) + C3, p = 6.011579824865283e-09, parse trees = 1, valid = False
-> C0*x**2 + C1*x + C2*exp(C3*x**5) + C4, p = 2.087354105856e-08, parse trees = 1, valid = False
-> C0*x**4 + C1*x**3 + C2*sqrt(C3*x), p = 1.3045963161600002e-06, parse trees = 2, valid = False
-> C0*x + C1*sqrt(C2*x**3) + C3*log(C4*x**2) + C5, p = 8.349416423424003e-09, parse trees = 2, valid = False
-> C0*x**2 + C1*x + C2*sqrt(C3*x) + C4*log(C5*x**2) + C6, p = 4.178983112920794e-09, parse trees = 2, valid = False
-> C0*x**2 + C1*log(C2*x**2) + C3*log(C4*x**5), p = 5.7982058496000016e-08, parse trees = 1, valid = False
-> C0*sqrt(C1*x) + C2*sqrt(C3*x**4) + C4, p = 2.2939151892480003e-06, parse trees = 2, valid = False
-> C0*sqrt(C1*x**3) + C2*exp(C3*x) + C4*log(C5*x) + C6, p = 2.0615843020800007e-10, parse trees = 1, valid = False
-> C0*x**2 + C1*exp(C2*x**2) + C3*log(C4*x), p = 4.52984832e-06, parse trees = 2, valid = False
-> C0*x**5 + C1*x**2 + C2*log(C3*x**2) + C4, p = 3.7572373905408007e-08, parse trees = 1, valid = False
-> C0*x**5 + C1*log(C2*x**2), p = 1.1324620800000001e-05, parse trees = 1, valid = False
-> C0*x**4 + C1*x**3 + C2*x + C3, p = 8.589044674776272e-07, parse trees = 3, valid = False
-> C0*x**10 + C1*exp(C2*x) + C3, p = 1.3359066277478412e-09, parse trees = 1, valid = False
-> C0*x**4 + C1*exp(C2*x**5) + C3*log(C4*x) + C5, p = 7.421703487488002e-10, parse trees = 1, valid = False
-> C0*x**5 + C1*exp(C2*x**2) + C3, p = 1.9931332608e-06, parse trees = 2, valid = False
-> C0*x**3 + C1*sqrt(C2*x**2) + C3*log(C4*x), p = 8.349416423424003e-09, parse trees = 1, valid = False
-> C0*x**3 + C1*sqrt(C2*x**6) + C3, p = 1.2023159649730564e-09, parse trees = 1, valid = False
-> C0*x**3 + C1*x + C2*exp(C3*x) + C4*log(C5*x) + C6, p = 4.135966919507315e-10, parse trees = 2, valid = False
-> C0*x**6 + C1*x**3 + C2*x**2 + C3*log(C4*x**2) + C5, p = 4.432217573276676e-12, parse trees = 1, valid = False
-> C0*x + C1*log(C2*x**3) + C3*log(C4*x**5) + C5, p = 5.540271966595842e-12, parse trees = 1, valid = False
-> C0*x**4 + C1*x**3 + C2*exp(C3*x**4) + C4, p = 1.9237055439568906e-10, parse trees = 1, valid = False
-> C0*x**3 + C1*x + C2*exp(C3*x**4) + C4, p = 9.693672467595265e-08, parse trees = 2, valid = False
-> C0*x + C1*sqrt(C2*x**2) + C3*exp(C4*x**3) + C5, p = 1.3045963161600003e-07, parse trees = 1, valid = False
-> C0*sqrt(C1*x**2) + C2*exp(C3*x**3), p = 1.5728640000000003e-05, parse trees = 1, valid = False
-> C0*x + C1*exp(C2*x) + C3*exp(C4*x**2) + C5*log(C6*x) + C7, p = 1.0436770529280002e-08, parse trees = 1, valid = False
-> C0*x**8 + C1*x**2 + C2*sqrt(C3*x) + C4*exp(C5*x**2) + C6, p = 4.432217573276676e-12, parse trees = 1, valid = False
-> C0*x**5 + C1*x**3 + C2, p = 3.0901398918502816e-06, parse trees = 3, valid = False
-> C0*x**3 + C1*log(C2*x**2) + C3*log(C4*x**5) + C5, p = 7.421703487488002e-10, parse trees = 1, valid = False
-> C0*exp(C1*x**2) + C2*log(C3*x**3) + C4, p = 4.583576814684734e-06, parse trees = 4, valid = False
-> C0*x**3 + C1*x + C2*exp(C3*x) + C4*log(C5*x**4) + C6, p = 2.269295397517657e-15, parse trees = 1, valid = False
-> C0*sqrt(C1*x) + C2*sqrt(C3*x**3) + C4*exp(C5*x), p = 5.0331648e-07, parse trees = 1, valid = False
-> C0*x**6 + C1*sqrt(C2*x**3) + C3*exp(C4*x) + C5, p = 1.0687253021982727e-10, parse trees = 1, valid = False
-> C0*exp(C1*x**3) + C2*log(C3*x**3) + C4, p = 9.059696640000003e-07, parse trees = 1, valid = False
-> C0*x**3 + C1*x**2 + C2*log(C3*x**2) + C4, p = 2.364972201934848e-07, parse trees = 2, valid = False
-> C0*x**2 + C1*x + C2*sqrt(C3*x**2) + C4*log(C5*x), p = 7.5144747810816e-09, parse trees = 1, valid = False
-> C0*x**2 + C1*exp(C2*x) + C3*exp(C4*x**4) + C5, p = 5.2183852646400023e-08, parse trees = 1, valid = False
-> C0*x**5 + C1*x**2 + C2*exp(C3*x) + C4, p = 3.0057899124326406e-09, parse trees = 1, valid = False
-> C0*sqrt(C1*x**8), p = 3.145728000000001e-05, parse trees = 1, valid = False
-> C0*x**2 + C1*x + C2*sqrt(C3*x) + C4*sqrt(C5*x**2) + C6, p = 2.2960895164416e-08, parse trees = 2, valid = False
-> C0*x**3 + C1*exp(C2*x**4) + C3*log(C4*x**6), p = 1.4843406974976009e-09, parse trees = 1, valid = False
-> C0*sqrt(C1*x) + C2*sqrt(C3*x**2) + C4*exp(C5*x**3) + C6, p = 2.0615843020800012e-10, parse trees = 1, valid = False
-> C0*x**6 + C1*sqrt(C2*x) + C3*log(C4*x**2) + C5, p = 1.2311715481324101e-12, parse trees = 1, valid = False
-> C0*log(C1*x**9) + C2, p = 1.8119393280000007e-06, parse trees = 1, valid = False
-> C0*x**4 + C1*sqrt(C2*x**2) + C3*log(C4*x), p = 3.6238786560000007e-07, parse trees = 1, valid = False
-> C0*x**2 + C1*exp(C2*x**6), p = 4.529848320000002e-06, parse trees = 1, valid = False
-> C0*x**3 + C1*x + C2*sqrt(C3*x) + C4*exp(C5*x) + C6, p = 1.8786186952704003e-08, parse trees = 1, valid = False
-> C0*x**2 + C1*x + C2*sqrt(C3*x**3) + C4*log(C5*x**3), p = 8.349416423424003e-09, parse trees = 1, valid = False
-> C0*x + C1*log(C2*x**7), p = 9.059696640000002e-06, parse trees = 2, valid = False
-> C0*x + C1*sqrt(C2*x) + C3*exp(C4*x**3) + C5, p = 3.2618024306981215e-07, parse trees = 2, valid = False
-> C0*log(C1*x) + C2*log(C3*x**5) + C4, p = 2.8991029248000008e-08, parse trees = 1, valid = False
-> C0*x + C1*sqrt(C2*x**3) + C3*log(C4*x**2), p = 4.638564679680002e-09, parse trees = 1, valid = False
-> C0*x**3 + C1*x**2 + C2*x + C3*exp(C4*x), p = 2.348273369088e-07, parse trees = 1, valid = False
-> C0*x**5 + C1*x + C2*sqrt(C3*x**3) + C4, p = 2.164168736951501e-09, parse trees = 1, valid = False
-> C0*sqrt(C1*x) + C2*sqrt(C3*x**2) + C4*log(C5*x) + C6, p = 1.8119393279999998e-07, parse trees = 1, valid = False
-> C0*x**2 + C1*log(C2*x) + C3*log(C4*x**5) + C5, p = 4.638564679680001e-09, parse trees = 1, valid = False
-> C0*sqrt(C1*x) + C2*exp(C3*x) + C4*exp(C5*x**2) + C6*log(C7*x**2), p = 6.442450944e-09, parse trees = 1, valid = False
-> C0*exp(C1*x) + C2*log(C3*x**7), p = 1.0066329600000002e-06, parse trees = 1, valid = False
-> C0*x**8 + C1*x + C2*exp(C3*x) + C4*log(C5*x**4) + C6, p = 2.5529573222073663e-13, parse trees = 1, valid = False
-> C0*x**3 + C1*log(C2*x**5) + C3, p = 1.4495514624000005e-07, parse trees = 1, valid = False
-> C0*x**2 + C1*x + C2*sqrt(C3*x**2) + C4*exp(C5*x**2) + C6, p = 7.5144747810816e-09, parse trees = 1, valid = False
-> C0*x**6 + C1*x + C2*log(C3*x**2) + C4, p = 8.349416423424003e-09, parse trees = 1, valid = False
-> C0*x + C1*log(C2*x) + C3*log(C4*x**3) + C5, p = 8.296243628787894e-08, parse trees = 3, valid = False
-> C0*x**4 + C1*sqrt(C2*x**3) + C3*log(C4*x) + C5, p = 4.638564679680001e-09, parse trees = 1, valid = False
-> C0*x**2 + C1*x + C2*sqrt(C3*x) + C4*sqrt(C5*x**4) + C6, p = 2.137450604396545e-11, parse trees = 1, valid = False
-> C0*x + C1*sqrt(C2*x**2) + C3*sqrt(C4*x**6) + C5, p = 3.847411087913781e-11, parse trees = 1, valid = False
-> C0*x**3 + C1*x + C2*sqrt(C3*x) + C4*sqrt(C5*x**2) + C6, p = 7.514474781081603e-09, parse trees = 1, valid = False
-> C0*x**9 + C1*x + C2, p = 6.763027302973444e-08, parse trees = 1, valid = False
-> C0*x**2 + C1*exp(C2*x**10), p = 1.1596411699200006e-07, parse trees = 1, valid = False
-> C0*x**6 + C1*x + C2*exp(C3*x**3), p = 1.0436770529280005e-07, parse trees = 1, valid = False
-> C0*sqrt(C1*x) + C2*exp(C3*x**2) + C4*log(C5*x) + C6, p = 4.0265318400000006e-08, parse trees = 1, valid = False
-> C0*x**2 + C1*sqrt(C2*x) + C3*exp(C4*x**6) + C5, p = 8.349416423424003e-09, parse trees = 1, valid = False
-> C0*sqrt(C1*x**2) + C2*log(C3*x**7) + C4, p = 5.7982058496000016e-08, parse trees = 1, valid = False
-> C0*x**9 + C1*sqrt(C2*x), p = 7.247757312000002e-07, parse trees = 1, valid = False
-> C0*x**2 + C1*x + C2*exp(C3*x) + C4*log(C5*x**2) + C6, p = 4.986244769936257e-12, parse trees = 1, valid = False
-> C0*x + C1*log(C2*x) + C3*log(C4*x**6) + C5, p = 2.0873541058560005e-08, parse trees = 1, valid = False
-> C0*x**4 + C1*sqrt(C2*x**2) + C3*log(C4*x) + C5, p = 5.218385264640001e-08, parse trees = 1, valid = False
-> C0*x**5 + C1*sqrt(C2*x), p = 2.8311552000000004e-05, parse trees = 1, valid = False
-> C0*x**6 + C1*x**2 + C2*x, p = 1.1741366845440003e-06, parse trees = 1, valid = False
-> C0*x**13 + C1*x**3 + C2, p = 6.155857740662054e-11, parse trees = 1, valid = False
-> C0*x**4 + C1*sqrt(C2*x) + C3*log(C4*x**2) + C5, p = 5.218385264640001e-08, parse trees = 1, valid = False
-> C0*x**6 + C1*x**3 + C2, p = 1.1741366845440006e-06, parse trees = 1, valid = False
-> C0*x**2 + C1*sqrt(C2*x) + C3*log(C4*x**3) + C5, p = 6.679533138739202e-10, parse trees = 1, valid = False
-> C0*x**6 + C1*log(C2*x), p = 1.1324620800000004e-05, parse trees = 1, valid = False
-> C0*log(C1*x**2) + C2*log(C3*x**5) + C4, p = 3.6238786560000007e-07, parse trees = 1, valid = False
